0,0.8725,0.1275
1,0.1278,0.0442
2,0.0721,0.0186
3,0.0432,0.009
4,0.0246,0.0048
5,0.0143,0.0032
6,0.0085,0.0018
7,0.0054,0.0012
8,0.0037,7e-04
9,0.0027,3e-04
10,0.0019,2e-04
11,0.0013,1e-04
12,7e-04,0
13,3e-04,0
