0,0.127424,0.044817,0.007177,0.086241,0.508978,0.014199,0.077591,0.133573
1,0.000103,0.001923,0.003386,0.000119,0.000732,0.000246,0.000149,3.8e-05
2,0.000103,0.001228,0.001949,0.000107,0.000732,0.000158,0.000127,3.8e-05
3,8.9e-05,0.000809,0.001177,8.8e-05,0.000632,0.000101,0.000102,3.7e-05
4,7.5e-05,0.00054,0.000725,6.6e-05,0.000519,6.9e-05,8e-05,3.3e-05
5,5.8e-05,0.000356,0.00045,5.4e-05,0.000432,4.1e-05,5.7e-05,2.8e-05
6,4.8e-05,0.00024,0.000277,3.8e-05,0.00034,3e-05,4.7e-05,2.4e-05
7,3.7e-05,0.000164,0.000169,2.9e-05,0.000258,2.1e-05,3.8e-05,1.9e-05
8,3e-05,0.000109,0.000102,2e-05,0.000195,1.3e-05,2.7e-05,1.6e-05
9,2.3e-05,6.6e-05,6.4e-05,1.3e-05,0.000142,1e-05,1.9e-05,1.4e-05
10,1.4e-05,4e-05,4e-05,1e-05,0.000101,7e-06,1.1e-05,1.2e-05
11,1e-05,2.9e-05,2.2e-05,8e-06,6.7e-05,5e-06,8e-06,1.1e-05
12,8e-06,1.8e-05,1.2e-05,4e-06,4.4e-05,4e-06,6e-06,1e-05
13,7e-06,1e-05,7e-06,2e-06,2.9e-05,3e-06,5e-06,8e-06
14,6e-06,5e-06,4e-06,1e-06,2.2e-05,2e-06,4e-06,7e-06
15,4e-06,3e-06,2e-06,1e-06,1.9e-05,1e-06,2e-06,5e-06
16,3e-06,2e-06,0,1e-06,1.5e-05,1e-06,2e-06,3e-06
17,2e-06,1e-06,0,1e-06,1.2e-05,0,2e-06,3e-06
18,1e-06,1e-06,0,0,8e-06,0,2e-06,3e-06
19,0,1e-06,0,0,7e-06,0,0,2e-06
20,0,1e-06,0,0,4e-06,0,0,1e-06
21,0,0,0,0,3e-06,0,0,0
22,0,0,0,0,2e-06,0,0,0
23,0,0,0,0,1e-06,0,0,0
