0,0.127781,0.044976,0.006855,0.086343,0.507567,0.013927,0.078035,0.134516
1,4.1e-05,0.001596,0.002748,5.7e-05,0.000301,0.000201,7.6e-05,5e-06
2,4.1e-05,0.000922,0.001399,4.8e-05,0.000301,0.000106,5.4e-05,5e-06
3,3.5e-05,0.000549,0.000781,3.3e-05,0.000245,5.8e-05,4.2e-05,4e-06
4,2.7e-05,0.000343,0.000431,2.3e-05,0.000196,3.6e-05,3.1e-05,3e-06
5,1.9e-05,0.000208,0.000246,1.8e-05,0.000132,1.8e-05,2.5e-05,3e-06
6,1e-05,0.000127,0.000148,1.6e-05,9e-05,9e-06,1.8e-05,2e-06
7,4e-06,7.3e-05,9.5e-05,1e-05,6.2e-05,5e-06,1.4e-05,1e-06
8,2e-06,5.3e-05,6e-05,5e-06,3.8e-05,2e-06,1e-05,1e-06
9,1e-06,3.7e-05,3.5e-05,2e-06,2.8e-05,2e-06,6e-06,0
10,0,2.4e-05,1.8e-05,0,2.1e-05,1e-06,5e-06,0
11,0,1.7e-05,8e-06,0,1.4e-05,1e-06,4e-06,0
12,0,1e-05,3e-06,0,8e-06,0,1e-06,0
13,0,5e-06,1e-06,0,3e-06,0,0,0
14,0,1e-06,0,0,2e-06,0,0,0
15,0,0,0,0,1e-06,0,0,0
