0,0.129397,0.044613,0.007232,0.086271,0.507766,0.014171,0.077652,0.132898
1,4e-05,0.00153,0.002882,6.1e-05,0.00031,0.000232,9e-05,9e-06
2,4e-05,0.00086,0.001521,5.6e-05,0.00031,0.000135,6.5e-05,9e-06
3,3.7e-05,0.000537,0.00085,4.2e-05,0.00026,8.4e-05,4.8e-05,9e-06
4,3.1e-05,0.000332,0.00049,3.1e-05,0.000204,5.5e-05,3.7e-05,7e-06
5,2.4e-05,0.000201,0.000287,2.1e-05,0.000158,3.3e-05,2.8e-05,7e-06
6,2.2e-05,0.000122,0.00017,1.5e-05,0.000113,1.9e-05,1.8e-05,4e-06
7,1.8e-05,7.4e-05,1e-04,1e-05,7.9e-05,1.4e-05,1.4e-05,3e-06
8,1.4e-05,4.2e-05,5.8e-05,5e-06,6.1e-05,1.2e-05,1e-05,2e-06
9,8e-06,2.8e-05,3.2e-05,3e-06,4.3e-05,8e-06,8e-06,2e-06
10,7e-06,1.5e-05,1.9e-05,2e-06,3.1e-05,6e-06,6e-06,1e-06
11,4e-06,9e-06,1.1e-05,0,2.2e-05,5e-06,3e-06,1e-06
12,3e-06,4e-06,8e-06,0,1.5e-05,3e-06,1e-06,0
13,2e-06,3e-06,6e-06,0,6e-06,2e-06,1e-06,0
14,2e-06,1e-06,4e-06,0,3e-06,2e-06,0,0
15,1e-06,1e-06,3e-06,0,1e-06,1e-06,0,0
16,0,1e-06,2e-06,0,1e-06,0,0,0
17,0,1e-06,1e-06,0,1e-06,0,0,0
18,0,1e-06,0,0,1e-06,0,0,0
19,0,0,0,0,1e-06,0,0,0
