1,4.1e-05,0.001596,0.002748,5.7e-05,0.000301,0.000201,7.6e-05,5e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968264778087067,0.9890762693427266,0.39523785175332804,0.997911782148305,0.9984733744518896,0.9962578231861073,1.0,1.0,0.00031920450239359294,0.035598991725871984,0.42620728393860347,0.0006638551181202511,0.0005912929014408181,0.014342037599688183,0.0009747872539033592,3.7692141357790305e-05,0.00533408432398262
2,4.1e-05,0.0008644844202030794,0.0013153321489150747,4.9878440843989195e-05,0.000301,0.00010239278174043322,5.278970696653234e-05,5e-06,1.000000000000057,1.0000000000005844,0.6132810891257467,1.0000000000019105,1.0000000000000175,1.000000000000065,1.0000000000022349,1.0000000000000364,0.9968264778087058,0.9890762693427264,0.39476741681873895,0.9979117821483048,0.9984733744518892,0.9962578231861076,1.0,1.0,0.00031920450239359294,0.019304708765138054,0.27172020923625145,0.0005809629670958953,0.0005912929014408181,0.007312677399615727,0.0006775256214900441,3.7692141357790305e-05,0.003366659572299133
3,3.7843013702614046e-05,0.0006191480697317986,0.00084564175724528,4.3871914573618566e-05,0.0002759136379975308,6.852250838214189e-05,4.266420444567236e-05,4.694515014634483e-06,1.0,0.9988491263617123,0.5247681773196069,1.0,0.9999999999999969,0.9995771099465697,1.0,1.0,0.9968264778086942,0.9882574246230554,0.33154612335651734,0.9979128383768054,0.9984733744518844,0.9959491282660463,1.0,1.0,0.00034912762504455037,0.0148696819636693,0.24695543794245411,0.000606746597251335,0.0006512889874014025,0.005235698231786814,0.000624305681375301,4.049576517286708e-05,0.0029939061309841785
4,3.567878674523092e-05,0.0005373677485065986,0.0007004597307672833,4.036360877887627e-05,0.00025867713506117965,5.738718689280617e-05,3.858566621827597e-05,4.449679695344761e-06,1.0,0.9980525002177875,0.49838257100416417,1.0,0.9999999842063345,0.9992535457438142,1.0,1.0,0.9967957559397012,0.9861253819332155,0.2794296419210632,0.9978525644861294,0.9983939514810241,0.9950922090490625,1.0,1.0,0.0004763250558535903,0.01487355129926185,0.25954000037437625,0.0007786880308072172,0.0008973563508552628,0.005087167037815288,0.0007956388138443873,8.237324544751872e-05,0.0032575399965680545
5,3.4719494927366225e-05,0.000510466384901717,0.0006549414669472654,3.889573235495011e-05,0.0002511163108641346,5.375125395983872e-05,3.708289678654003e-05,4.326805832313533e-06,0.9999998811562864,0.9976955205295934,0.4898943938932257,1.0,0.9999995953939202,0.9991044517080473,1.0,1.0,0.9967842447277916,0.9838334722335135,0.24460084737920712,0.9977305416227904,0.9982281250544006,0.9941623364379466,1.0,1.0,0.0007150949111078564,0.01630626588743464,0.27787061162657956,0.0010535674653240953,0.0013290931713772914,0.005582811162644451,0.0011638690823927169,0.00019084575589707435,0.0037773462952703607
6,3.432444948329433e-05,0.0005015191057231188,0.0006403392819002571,3.832687736190749e-05,0.0002480468458384755,5.254841051026753e-05,3.65285929872891e-05,4.265288035493478e-06,0.9999998620064746,0.9975516361502574,0.4870879783778896,1.0,0.9999991248874753,0.9990438093114892,1.0,1.0,0.9829760228328509,0.9775562593152554,0.22246914385254116,0.9970114371277816,0.9948892870904693,0.9934464032786571,1.0,1.0,0.0010327905548914661,0.017514599930813973,0.29360891227692326,0.0013855247657537048,0.001831508787375661,0.006196721657541639,0.0016441759858153984,0.0003691001573850747,0.0043391691163668115
7,3.416794119528337e-05,0.0004985152795279317,0.0006355781874034317,3.8112956557939165e-05,0.0002468439113342968,5.214621754529474e-05,3.632403917291342e-05,4.236108937432597e-06,0.9999998893581057,0.9974963543856997,0.4861487932203323,1.0,0.9999988061927212,0.9990204368904544,1.0,1.0,0.984604652092979,0.975133028070832,0.20859257105832266,0.996780930908343,0.9949892670903187,0.9897611616548433,0.9967853127190498,0.9963609137453865,0.001448880970290063,0.01867358947928129,0.30523293718071975,0.0017488817205196829,0.002444948170086184,0.006817967874620281,0.002238873906074496,0.0006077796661364459,0.004958157335570984
8,3.410720970721522e-05,0.000497494539624994,0.0006339994068828688,3.803347533272839e-05,0.00024638111770944343,5.200997670495701e-05,3.6248440437091647e-05,4.223075689470173e-06,0.9999999223078095,0.9974756882064635,0.4858323044903685,1.0,0.999998638471336,0.9990116929074305,1.0,1.0,0.9867833019431903,0.9696989930486911,0.19991104181477953,0.9965365806190027,0.9952239010359386,0.9920909196931708,0.9930258850678227,0.9990333513931551,0.0019305508064852252,0.019673410362532735,0.3135210993033818,0.0021263403987767534,0.003089276615555992,0.007393887793379829,0.002873422534418984,0.0008940579759553866,0.005580226446368495
9,3.4083991174861884e-05,0.0004971451763194813,0.0006334702728783596,3.800420983208934e-05,0.0002462055416443849,5.19634636639545e-05,3.62205567576659e-05,4.217519477251408e-06,0.9999999474185345,0.9974680916310074,0.48572511840660787,1.0,0.9999985610098909,0.9990084804689264,1.0,1.0,0.9893920240332161,0.9696442560619649,0.19450833256240005,0.9962859356715513,0.9955732340175266,0.9920603530634364,0.9932919415784759,0.9986905492089404,0.0024629103889669737,0.020583236976958415,0.3193305360311323,0.0025126405341908565,0.0037522499852005184,0.007928746263341578,0.003529923113929965,0.0012148663342731732,0.0062029593547695445
10,3.407519682556439e-05,0.0004970248633639228,0.0006332913697604919,3.7993490396942476e-05,0.00024613952054374736,5.19474786049046e-05,3.621028534307323e-05,4.215224765032018e-06,0.9999999632179999,0.9974653290896347,0.4856886648914322,1.0,0.9999985279042034,0.9990073138642113,1.0,1.0,0.992311459785914,0.9683995022871441,0.19104578670252223,0.9960305170447179,0.996007870294451,0.9914438866325482,0.9924873077683743,0.9983212761168597,0.0030336108405801063,0.02143063637377496,0.32340834500908366,0.002905603557687513,0.004426294132948483,0.008431717906642412,0.004199723900888128,0.0015604959635182943,0.006825488009275225
0.24695543794245411,0.0029939061309841785
