executionTime,releaseTime
156927,17695606572698
157917,17695610572386
159688,17695614571969
159011,17695618573167
157396,17695622572125
155208,17695626571709
156875,17695630571604
159063,17695634571084
158021,17695638570823
158750,17695642573636
158489,17695646571396
155885,17695650571448
156615,17695654570094
157136,17695658569886
176667,17695662569729
178489,17695666569625
197916,17695670569052
159532,17695674569938
160469,17695678569261
155000,17695682569677
158072,17695686569365
154219,17695690568115
158125,17695694567802
178385,17695698567594
157136,17695702567334
157500,17695706568584
155990,17695710566813
180417,17695714566553
179531,17695718566657
184375,17695722566448
160469,17695726566501
157969,17695730565928
178750,17695734565563
157656,17695738563480
162656,17695742563896
162812,17695746563011
184427,17695750563063
178750,17695754562386
177916,17695758562386
161198,17695762561969
161459,17695766564105
158073,17695770562438
157761,17695774562282
180729,17695778561240
183385,17695782560876
161823,17695786562178
184740,17695790560667
179792,17695794560511
177865,17695798561136
178073,17695802559678
183386,17695806560147
178333,17695810559522
176771,17695814559053
176042,17695818558949
179115,17695822558584
178386,17695826558532
177187,17695830558897
177968,17695834558011
182344,17695838557751
177292,17695842557490
176302,17695846557595
177604,17695850557490
159947,17695854558584
157500,17695858557178
180990,17695862556501
175781,17695866556188
176562,17695870556084
176666,17695874555980
175157,17695878555459
157917,17695882557386
155468,17695886559053
157708,17695890558376
159427,17695894556970
159479,17695898557439
163282,17695902556709
163125,17695906556293
160468,17695910558064
161355,17695914558689
179167,17695918557699
160000,17695922555616
157917,17695926555616
160573,17695930555407
177709,17695934555199
175677,17695938555668
178698,17695942554730
177448,17695946555095
158229,17695950555460
158906,17695954554157
158125,17695958553845
159792,17695962553585
160261,17695966554105
160781,17695970553012
163854,17695974555720
184584,17695978555460
163281,17695982552855
158229,17695986552439
161042,17695990553324
160416,17695994552543
157604,17695998552335
157605,17696002553637
159322,17696006552126
181563,17696010552543
179948,17696014550303
159063,17696018550408
161875,17696022551397
158021,17696026551293
156407,17696030550616
154115,17696034549418
154687,17696038549731
174166,17696042551554
183646,17696046549158
156041,17696050548533
154688,17696054549522
157604,17696058548429
160261,17696062548689
158750,17696066547752
160781,17696070547335
156875,17696074546970
163490,17696078546866
161198,17696082548845
159011,17696086546918
160730,17696090546033
155052,17696094545720
155625,17696098545616
161615,17696102545460
157916,17696106545304
160417,17696110545981
157240,17696114546606
155937,17696118544835
156510,17696122544210
187396,17696126545043
178541,17696130543741
175260,17696134543689
158229,17696138543273
158750,17696142544158
156927,17696146543429
159896,17696150543221
157604,17696154542491
156823,17696158542231
161146,17696162542023
157552,17696166541866
157500,17696170541502
164843,17696174541919
160157,17696178541346
157969,17696182541085
155365,17696186540356
159844,17696190540512
159427,17696194539992
162239,17696198540252
159270,17696202540408
156875,17696206539627
157031,17696210539367
161198,17696214539054
161510,17696218538898
160416,17696222538950
158489,17696226538377
160156,17696230539419
157760,17696234539210
161563,17696238539471
157552,17696242537335
158438,17696246537127
158750,17696250536971
158646,17696254536867
159271,17696258536763
156198,17696262537127
154688,17696266537700
158385,17696270535877
157240,17696274535929
156302,17696278535461
156458,17696282535096
160105,17696286535721
158073,17696290535044
157656,17696294536138
158229,17696298534679
178750,17696302534211
179531,17696306533846
159375,17696310534836
158437,17696314533481
182187,17696318534627
157084,17696322533117
155208,17696326532804
156303,17696330532596
177813,17696334532284
156354,17696338532179
160990,17696342531815
157292,17696346532961
156198,17696350532179
156094,17696354531034
185886,17696358531138
157969,17696362530773
160521,17696366530513
157084,17696370530409
155416,17696374531450
184792,17696378527805
159011,17696382528430
157291,17696386527440
161198,17696390527388
181875,17696394527336
178750,17696398527648
177187,17696402526346
178386,17696406527232
177865,17696410526555
176042,17696414526034
180261,17696418525721
178697,17696422525357
161875,17696426525044
180157,17696430524888
181198,17696434524680
175729,17696438525565
176406,17696442524524
177916,17696446523951
177552,17696450523586
177344,17696454525149
178802,17696458523430
178281,17696462523065
177239,17696466522857
175833,17696470523586
176145,17696474522440
176615,17696478522180
177396,17696482521972
199584,17696486521659
168385,17696490522232
185052,17696494523065
177136,17696498521503
179739,17696502521190
177187,17696506520670
188803,17696510520461
182448,17696514521815
176667,17696518520045
179427,17696522520045
176875,17696526521607
174948,17696530522440
175416,17696534521503
188854,17696538521138
161562,17696542521451
160156,17696546521555
156146,17696550522805
158177,17696554522805
156406,17696558522805
154896,17696562521347
157865,17696566519732
156042,17696570519784
159271,17696574519316
175312,17696578521711
160937,17696582519680
159218,17696586521139
157343,17696590519628
160625,17696594518743
157240,17696598518587
158646,17696602517857
158073,17696606518587
155364,17696610518587
153855,17696614519472
153906,17696618517180
163177,17696622516972
156614,17696626516972
158542,17696630516503
159375,17696634517493
157292,17696638516712
176250,17696642517805
156615,17696646517024
155833,17696650515722
157187,17696654515201
157969,17696658515201
160938,17696662514680
160833,17696666515253
162032,17696670517389
156979,17696674516139
157396,17696678514264
163229,17696682514420
178906,17696686513691
159687,17696690515253
161510,17696694514889
156407,17696698513483
157813,17696702513378
157187,17696706513326
156980,17696710512076
156614,17696714511816
154479,17696718511399
159479,17696722511347
161406,17696726511399
154167,17696730511295
155677,17696734510045
179427,17696738510097
159844,17696742509681
157500,17696746509524
160729,17696750509420
161458,17696754510202
159584,17696758509004
157291,17696762508847
159427,17696766508431
180312,17696770508222
159636,17696774508847
160261,17696778507650
163750,17696782509004
156146,17696786508483
159635,17696790508014
157448,17696794506973
161198,17696798506608
156406,17696802506452
164792,17696806505983
161354,17696810508483
182187,17696814506191
176302,17696818505566
177657,17696822505306
155313,17696826505098
162708,17696830505046
160938,17696834504629
159844,17696838505358
157760,17696842506087
161458,17696846503900
157032,17696850505150
157083,17696854503587
159896,17696858503171
161302,17696862502858
159844,17696866502858
161719,17696870504004
160156,17696874502806
156302,17696878502129
157656,17696882502025
156458,17696886501712
160209,17696890501452
158906,17696894501348
174740,17696898500827
156250,17696902501608
158489,17696906500567
156042,17696910500358
158177,17696914500150
177708,17696918500046
158125,17696922499733
159375,17696926501140
158958,17696930499838
155781,17696934499108
156302,17696938498640
159115,17696942498692
178438,17696946498379
158698,17696950499369
155573,17696954498067
156302,17696958500983
156927,17696962497390
155417,17696966497390
154947,17696970497129
157448,17696974496713
156458,17696978496504
156510,17696982496713
158229,17696986497702
156459,17696990496088
153489,17696994496452
156146,17696998495827
158854,17697002495202
180156,17697006495098
157032,17697010494838
163907,17697014492598
156822,17697018493796
157709,17697022495463
182500,17697026492963
161615,17697030492807
159427,17697034491661
159219,17697038491557
158593,17697042491244
181667,17697046490932
157500,17697050491661
159375,17697054490411
181667,17697058490046
158854,17697062489942
157916,17697066489317
180052,17697070489525
175313,17697074489265
174948,17697078488953
179635,17697082488640
177291,17697086488484
179427,17697090488276
175469,17697094487963
175677,17697098487807
178177,17697102489994
175520,17697106488588
178802,17697110488380
175730,17697114486973
177188,17697118486817
178021,17697122486609
176771,17697126486244
162031,17697130486088
156979,17697134487755
156407,17697138486921
182136,17697142485359
179375,17697146486765
181667,17697150485151
171770,17697154484786
176250,17697158484630
174896,17697162487651
178229,17697166486453
175416,17697170487182
183907,17697174486088
182813,17697178487078
165625,17697182486609
164844,17697186488224
159010,17697190486922
156770,17697194488224
157188,17697198487234
155105,17697202484995
158855,17697206484734
160573,17697210484422
158333,17697214484370
156822,17697218483849
156771,17697222483328
153229,17697226485099
157500,17697230483745
157865,17697234482755
157240,17697238482495
162864,17697242482547
158750,17697246484109
160104,17697250482078
160469,17697254484005
159427,17697258482807
157083,17697262481505
159584,17697266481193
156823,17697270480880
155938,17697274480620
157448,17697278481297
176302,17697282481037
176614,17697286481401
178542,17697290479422
175886,17697294479578
176302,17697298479370
176041,17697302478849
155937,17697306480099
156927,17697310478953
157604,17697314480307
155729,17697318480360
157968,17697322478224
155104,17697326478172
155365,17697330477391
160365,17697334477235
162604,17697338478120
158438,17697342476662
157656,17697346476505
158645,17697350476401
156719,17697354476141
184323,17697358476037
156718,17697362476297
158698,17697366475776
181718,17697370474995
158438,17697374474578
155937,17697378474526
160678,17697382474318
183333,17697386474162
158229,17697390473745
156823,17697394475412
154896,17697398474266
176771,17697402472912
156615,17697406473068
175521,17697410472756
178229,17697414472391
157864,17697418472339
161615,17697422471922
157344,17697426471766
157031,17697430471402
156094,17697434471245
157865,17697438471297
156719,17697442470933
164427,17697446470777
161875,17697450470412
161354,17697454471610
154948,17697458470256
157656,17697462469683
178229,17697466469579
179323,17697470469475
159270,17697474469058
158646,17697478468745
156719,17697482469370
160573,17697486468902
158333,17697490468173
156719,17697494469839
161563,17697498468173
155260,17697502467652
158438,17697506467548
159010,17697510468589
167031,17697514468225
159532,17697518466818
159427,17697522466558
157813,17697526466506
184427,17697530466194
155990,17697534465933
179219,17697538467287
158281,17697542466194
156407,17697546465100
155938,17697550465152
186771,17697554464735
159948,17697558464475
160729,17697562464267
160625,17697566466037
160990,17697570464319
157396,17697574463381
157448,17697578464996
179479,17697582463121
178177,17697586462860
175417,17697590462496
158542,17697594462287
156927,17697598462912
154166,17697602462131
154635,17697606461923
155729,17697610461454
156875,17697614462496
163645,17697618461246
158646,17697622460985
159062,17697626462131
157396,17697630461246
157395,17697634460204
181250,17697638459944
159323,17697642459631
160729,17697646459579
181666,17697650457496
159688,17697654457236
161615,17697658457756
162500,17697662457027
180938,17697666456350
183438,17697670456246
159844,17697674455829
180261,17697678455569
176823,17697682455361
201041,17697686457027
167188,17697690456454
162135,17697694455673
161302,17697698454944
180260,17697702454527
157969,17697706454163
178437,17697710453902
177656,17697714453746
178281,17697718453486
178489,17697722454007
158593,17697726453017
181354,17697730452861
177657,17697734452913
176667,17697738452340
178594,17697742452184
159063,17697746453173
160157,17697750452757
157500,17697754452809
158073,17697758451507
162344,17697762451142
181042,17697766450830
180364,17697770450465
178177,17697774450413
181510,17697778452444
160521,17697782450778
157032,17697786450413
182188,17697790449371
180313,17697794449476
157344,17697798452705
156667,17697802452549
190052,17697806452184
156927,17697810451871
158907,17697814450882
162240,17697818450934
165625,17697822450517
157552,17697826452757
158854,17697830453278
158906,17697834450257
158594,17697838451299
158854,17697842449892
159635,17697846448903
158021,17697850448851
161615,17697854449580
180104,17697858449372
157084,17697862448174
155000,17697866449528
156407,17697870448903
178177,17697874447288
178177,17697878447288
176771,17697882446820
174791,17697886448434
157552,17697890447028
155677,17697894446924
159323,17697898447393
158385,17697902445986
160000,17697906446090
157031,17697910445986
155417,17697914446247
159062,17697918445882
154792,17697922446143
156459,17697926446872
159479,17697930444893
158437,17697934444059
161250,17697938443799
164687,17697942443903
158385,17697946445882
158594,17697950446611
158594,17697954445361
184115,17697958443591
162084,17697962442549
158542,17697966442549
159687,17697970442028
161875,17697974443591
162500,17697978441820
159895,17697982441351
175468,17697986440830
156510,17697990440778
158125,17697994440466
158073,17697998440362
155782,17698002440518
158698,17698006440622
155781,17698010439476
158854,17698014439424
157396,17698018439060
158437,17698022438903
157395,17698026438643
159531,17698030438226
157239,17698034438747
157760,17698038438695
155468,17698042437497
155157,17698046437445
158229,17698050437081
156719,17698054437081
162865,17698058436664
160156,17698062436508
157865,17698066437445
160833,17698070435935
156302,17698074435674
178803,17698078435674
157761,17698082435414
189531,17698086435101
178386,17698090437549
159583,17698094437497
156771,17698098435310
156875,17698102434320
157240,17698106434112
189219,17698110434268
176875,17698114433799
156823,17698118433383
157969,17698122434529
162969,17698126433695
159635,17698130432706
160104,17698134432654
156719,17698138432550
159635,17698142432029
160312,17698146431872
160417,17698150432081
160104,17698154432029
161875,17698158431039
157968,17698162430935
161563,17698166430623
158646,17698170430206
159688,17698174430414
160521,17698178431977
159792,17698182430675
156042,17698186429477
162709,17698190429477
160208,17698194429581
160468,17698198428852
159635,17698202428904
157344,17698206428435
155781,17698210429164
159011,17698214428279
157916,17698218427810
159843,17698222427446
158021,17698226427341
179114,17698230427133
158281,17698234426977
157917,17698238427446
180313,17698242427550
154792,17698246426456
171771,17698250426352
160573,17698254428175
156614,17698258425831
160312,17698262425362
157500,17698266426456
157761,17698270425675
156823,17698274424946
183594,17698278424529
159167,17698282424060
154166,17698286424112
180156,17698290421925
163385,17698294421665
185782,17698298421300
184063,17698302421925
180365,17698306420988
189063,17698310420675
179011,17698314420519
178073,17698318420154
178334,17698322419842
178697,17698326419998
174948,17698330419529
176562,17698334421456
176614,17698338419165
176198,17698342418800
177865,17698346418592
177500,17698350418592
176771,17698354418279
177552,17698358419529
178646,17698362417915
186094,17698366417550
174792,17698370417394
177135,17698374417186
174531,17698378417342
163021,17698382416821
177969,17698386416665
157604,17698390416665
157552,17698394415988
181094,17698398416040
179375,17698402415519
177344,17698406415259
177708,17698410414842
178333,17698414414790
176510,17698418417186
177291,17698422414530
176042,17698426414113
162083,17698430413905
177396,17698434413748
164167,17698438417967
158489,17698442416561
155417,17698446416561
156042,17698450417238
160208,17698454416144
159010,17698458415623
159791,17698462415415
156406,17698466414998
160625,17698470415467
156667,17698474415051
154323,17698478416144
156511,17698482415155
158959,17698486413853
157552,17698490413124
157760,17698494412915
179115,17698498414478
181042,17698502413644
152500,17698506414113
156510,17698510413072
156406,17698514411613
156667,17698518411978
159687,17698522411509
160208,17698526413436
158437,17698530412551
158021,17698534412707
195209,17698538412759
155313,17698542411822
160937,17698546410207
156927,17698550410415
158646,17698554410520
158438,17698558410103
154636,17698562409947
155209,17698566410676
156250,17698570409374
155416,17698574408436
162656,17698578411770
431719,17698582414374
362031,17698586418488
338854,17698590416613
183593,17698594412030
161511,17698598408697
160365,17698602407186
165521,17698606406718
162500,17698610407603
161146,17698614408436
159896,17698618407030
158750,17698622405676
180938,17698626405416
157084,17698630404947
157865,17698634404895
157917,17698638404686
158334,17698642404530
164219,17698646405364
155781,17698650404374
157187,17698654403801
157917,17698658403593
159896,17698662403332
163333,17698666403124
159896,17698670402864
164896,17698674401041
161563,17698678402603
155990,17698682402343
158750,17698686401926
158489,17698690401874
160261,17698694401510
168281,17698698401666
158230,17698702402968
162188,17698706401510
160989,17698710402030
157708,17698714400208
159688,17698718400728
156511,17698722399895
159687,17698726399426
171146,17698730399739
162917,17698734400260
161042,17698738399947
158698,17698742398801
157395,17698746398437
158073,17698750398176
182344,17698754398228
178073,17698758397968
162240,17698762398281
161563,17698766397395
156094,17698770397395
155990,17698774397031
184948,17698778396822
179375,17698782396718
176875,17698786396249
180573,17698790396614
157865,17698794395781
157500,17698798396302
160104,17698802395364
158385,17698806395104
156302,17698810395052
159739,17698814394791
159219,17698818394375
158907,17698822395885
158281,17698826393906
155573,17698830393645
182188,17698834395052
161719,17698838393750
157657,17698842393177
161875,17698846395208
156719,17698850393854
158593,17698854392760
160625,17698858392552
159323,17698862392031
162604,17698866391823
155468,17698870391875
159219,17698874391406
159531,17698878392760
181614,17698882390989
155677,17698886390885
156093,17698890390364
159323,17698894390208
159271,17698898389687
162864,17698902389844
157240,17698906389375
158750,17698910390625
155521,17698914389219
156771,17698918390104
190000,17698922387083
180365,17698926386719
176770,17698930387187
185157,17698934385781
183438,17698938385677
180573,17698942386354
181562,17698946385625
181302,17698950385156
179063,17698954384792
177761,17698958384687
177969,17698962384427
176771,17698966384115
175104,17698970384010
180677,17698974383750
175000,17698978385000
176146,17698982383958
159948,17698986383438
162552,17698990382969
160313,17698994382917
157761,17698998383177
155678,17699002383125
185417,17699006383125
177448,17699010381771
180990,17699014383333
179375,17699018381302
181094,17699022380990
178593,17699026380886
160834,17699030381667
179896,17699034381354
180312,17699038380313
179948,17699042380000
177552,17699046380000
178802,17699050379427
186250,17699054379323
178541,17699058380157
156094,17699062379063
179167,17699066378594
174531,17699070380834
175209,17699074380573
175886,17699078380313
156510,17699082381146
186615,17699086380521
156927,17699090381459
157240,17699094380573
156979,17699098379688
155677,17699102381042
161458,17699106378907
159948,17699110380157
372188,17699114380521
260260,17699118380834
302552,17699122379948
224271,17699126378907
191823,17699130377969
190208,17699134376980
185729,17699138379740
183125,17699142377709
194792,17699146376980
192188,17699150375417
198177,17699154375157
193230,17699158375417
209167,17699162377292
173333,17699166378803
155834,17699170376303
159271,17699174377501
164428,17699178377084
187968,17699182375469
158281,17699186374688
183593,17699190375417
163177,17699194374376
158594,17699198376876
158958,17699202375678
158334,17699206374324
184063,17699210373074
157552,17699214372917
158958,17699218372709
182864,17699222372761
162865,17699226373959
157136,17699230373074
159063,17699234371563
161718,17699238371459
210104,17699242371980
183802,17699246370990
174219,17699250370365
185104,17699254372813
158177,17699258370990
160990,17699262370105
167500,17699266370105
200573,17699270370365
177865,17699274369636
174947,17699278369532
179531,17699282369011
175573,17699286369168
174792,17699290368959
171302,17699294368855
195000,17699298365782
178073,17699302368491
163021,17699306367709
165469,17699310370314
164115,17699314368178
158333,17699318368022
161354,17699322366720
158802,17699326364168
184271,17699330367397
165468,17699334366824
155573,17699338366928
164375,17699342367814
157604,17699346365730
160157,17699350364949
184531,17699354364897
188177,17699358363022
167188,17699362364897
167240,17699366364428
160573,17699370366668
158750,17699374367657
158750,17699378363543
157240,17699382363335
164844,17699386362970
184583,17699390363283
161354,17699394362762
163021,17699398362501
160990,17699402362762
163646,17699406361928
155312,17699410361616
161823,17699414359272
245990,17699418361408
200104,17699422360678
164323,17699426361408
159948,17699430362449
160834,17699434362137
155052,17699438361408
185678,17699442359793
156355,17699446359585
160625,17699450359324
178385,17699454359220
157708,17699458358960
159792,17699462360001
155105,17699466358595
159115,17699470358179
156822,17699474357918
157448,17699478357762
179844,17699482357606
157343,17699486357449
159114,17699490357814
182657,17699494356981
155521,17699498356929
158697,17699502356877
158958,17699506356252
155625,17699510355939
186980,17699514353700
159011,17699518353595
159740,17699522353491
191146,17699526353752
180833,17699530352970
181302,17699534352710
162344,17699538352241
160886,17699542352293
159896,17699546352033
161718,17699550352710
182188,17699554351512
160833,17699558351408
172708,17699562351512
160677,17699566351200
183021,17699570350991
174271,17699574350523
172917,17699578350158
202761,17699582351721
181250,17699586350106
177032,17699590349741
173333,17699594349585
174948,17699598348908
179062,17699602348804
180417,17699606348804
157344,17699610351669
160468,17699614348804
160417,17699618348596
164271,17699622348387
159531,17699626347762
158854,17699630347502
155989,17699634347242
183959,17699638348075
153125,17699642347710
157605,17699646346512
180156,17699650346148
177344,17699654345887
177812,17699658345835
157188,17699662347763
181406,17699666348856
155157,17699670349950
156979,17699674348752
159480,17699678347450
158178,17699682347346
166355,17699686347450
158854,17699690348492
156615,17699694348231
158906,17699698349169
160417,17699702347763
160469,17699706346356
163230,17699710345992
161510,17699714345002
160208,17699718345367
154531,17699722345106
158489,17699726345106
178333,17699730346096
160469,17699734345575
160157,17699738344117
158958,17699742343700
163438,17699746343544
161250,17699750344325
154948,17699754343648
157813,17699758345002
155208,17699762343857
156406,17699766342346
157553,17699770343805
184323,17699774342190
156146,17699778342607
162657,17699782341513
160313,17699786343700
156354,17699790342867
158386,17699794341044
159219,17699798340680
159375,17699802340575
160052,17699806340003
156823,17699810340940
159895,17699814339898
164427,17699818341461
157240,17699822340211
161615,17699826339534
160521,17699830338701
162292,17699834339794
161719,17699838339794
157344,17699842338648
157291,17699846339013
158541,17699850337138
177813,17699854337346
158750,17699858336878
160052,17699862336513
159010,17699866337503
159635,17699870337763
176250,17699874336305
173334,17699878336722
178490,17699882335732
175000,17699886335003
174532,17699890335159
174427,17699894334794
172760,17699898334482
157604,17699902334742
155730,17699906334274
156771,17699910334065
159010,17699914333597
156927,17699918333649
158907,17699922333128
159323,17699926334482
158073,17699930333597
159635,17699934332711
155521,17699938332868
159427,17699942331982
157968,17699946331930
184688,17699950332972
177500,17699954331513
157291,17699958332868
156250,17699962331201
157656,17699966331045
154687,17699970330732
160052,17699974330420
156823,17699978330420
159427,17699982331409
158125,17699986330316
157395,17699990329795
155053,17699994329378
157708,17699998329326
158125,17700002329014
158021,17700006329534
158594,17700010328336
157448,17700014329222
155781,17700018328284
162812,17700022327659
157552,17700026327607
156198,17700030327034
160260,17700034326982
164375,17700038326878
161927,17700042327295
160261,17700046326253
159583,17700050326201
157865,17700054325837
160000,17700058325576
158125,17700062325368
159896,17700066325264
162343,17700070326722
163177,17700074326358
154948,17700078324430
154844,17700082324483
155261,17700086324066
158073,17700090323962
159635,17700094323597
161250,17700098323806
157240,17700102323181
159531,17700106322868
156511,17700110322608
155782,17700114322503
161145,17700118322503
155313,17700122322191
158281,17700126321826
155781,17700130322347
159636,17700134322087
177240,17700138323649
160417,17700142321254
159687,17700146320681
161771,17700150318597
183021,17700154318597
181614,17700158319170
178386,17700162321149
181667,17700166318597
184375,17700170317608
176406,17700174317295
173854,17700178317139
202031,17700182317608
178281,17700186317035
179114,17700190316358
174791,17700194316722
173854,17700198316254
161563,17700202315993
164792,17700206315837
159218,17700210315785
161250,17700214315004
155209,17700218314691
161146,17700222315264
160156,17700226315160
181406,17700230314327
159011,17700234315368
158385,17700238313546
159583,17700242313441
156302,17700246313285
159896,17700250314743
158698,17700254312868
157604,17700258313337
160937,17700262312504
160417,17700266312296
179739,17700270312035
178334,17700274312139
179427,17700278312244
157291,17700282312244
180104,17700286310837
178854,17700290310837
177083,17700294313025
158229,17700298312869
158646,17700302314171
153698,17700306315421
159531,17700310312921
157448,17700314313442
160781,17700318312192
189427,17700322312244
158177,17700326311827
158281,17700330311723
159011,17700334311515
180208,17700338310681
153177,17700342311931
155677,17700346310785
159948,17700350310265
160052,17700354309640
157656,17700358309848
158958,17700362310681
157604,17700366309744
160416,17700370311150
160677,17700374309483
160625,17700378308338
160208,17700382308338
158541,17700386307765
162813,17700390307713
160469,17700394307556
161303,17700398309536
158438,17700402308286
178542,17700406306984
157552,17700410306619
160000,17700414306463
157344,17700418307244
157865,17700422307140
155729,17700426306775
158177,17700430306515
160989,17700434305317
154583,17700438305004
158698,17700442305057
157136,17700446304536
158802,17700450305473
158125,17700454305525
159428,17700458305890
158125,17700462304327
161666,17700466303755
165885,17700470303234
180677,17700474304640
179792,17700478304223
173021,17700482303234
179480,17700486302140
173177,17700490302557
172708,17700494301775
175417,17700498301723
159739,17700502301463
159531,17700506302869
158750,17700510301567
155104,17700514300526
158073,17700518301098
156511,17700522300265
158229,17700526299901
161041,17700530299588
157448,17700534299432
178698,17700538299015
157500,17700542301099
154791,17700546298755
159688,17700550298546
158750,17700554298182
157552,17700558298234
156719,17700562297765
158646,17700566298078
156355,17700570298078
158385,17700574297088
156511,17700578296932
159062,17700582296776
175990,17700586296724
166667,17700590296151
165313,17700594296672
160261,17700598296047
161823,17700602295630
160834,17700606295317
185678,17700610295161
160104,17700614294849
159740,17700618294953
164323,17700622294588
162813,17700626294745
160052,17700630295630
156823,17700634294640
176563,17700638293651
177292,17700642293234
176458,17700646292870
159479,17700650292766
156979,17700654293391
158959,17700658293234
157760,17700662293338
157500,17700666293547
158750,17700670291724
157344,17700674291568
159219,17700678291255
157656,17700682291464
161458,17700686291047
158333,17700690290526
159479,17700694290266
158906,17700698290109
160364,17700702289953
157552,17700706289432
158229,17700710290162
160937,17700714291047
160052,17700718289120
155781,17700722288703
154687,17700726288651
167396,17700730286516
160052,17700734288287
154166,17700738287922
158437,17700742288807
156355,17700746287870
155833,17700750287974
157448,17700754286985
158958,17700758286620
157448,17700762286464
159480,17700766286255
158333,17700770286047
179062,17700774286099
180989,17700778285891
204583,17700782287401
180520,17700786285214
182865,17700790282714
177969,17700794282610
177136,17700798282506
179427,17700802283235
190104,17700806282922
178854,17700810282141
180052,17700814281724
177188,17700818281360
179115,17700822281099
176666,17700826281047
181979,17700830280839
162032,17700834281412
181354,17700838282662
181719,17700842280006
178646,17700846279797
175886,17700850279589
175365,17700854279589
179375,17700858279016
176719,17700862279589
179011,17700866279537
177604,17700870278756
180885,17700874278391
178073,17700878277975
176979,17700882277975
176302,17700886277766
175000,17700890279381
176510,17700894277818
175729,17700898277037
176875,17700902276673
160938,17700906276777
159479,17700910276620
158334,17700914276152
165000,17700918276985
156928,17700922275631
158594,17700926275683
158750,17700930275631
160157,17700934275266
158437,17700938277506
161511,17700942277975
156823,17700946279069
163073,17700950280266
157396,17700954278756
160990,17700958276777
157292,17700962276464
158333,17700966276464
159583,17700970276829
158802,17700974276308
154792,17700978276308
159791,17700982276985
178073,17700986274902
179896,17700990274485
175781,17700994274173
155313,17700998273965
160573,17701002273808
156563,17701006274485
152812,17701010275423
156146,17701014274277
155573,17701018273183
157135,17701022272558
161718,17701026275215
157448,17701030273079
182136,17701034272871
156198,17701038273340
180364,17701042273079
155260,17701046271256
157604,17701050270996
190990,17701054270944
154740,17701058270319
158125,17701062273756
159791,17701066273079
157448,17701070272038
173438,17701074270111
175885,17701078269746
174636,17701082269173
173854,17701086269069
179635,17701090268548
174636,17701094268809
175677,17701098270163
174948,17701102268756
159791,17701106269382
160573,17701110267975
161719,17701114267507
159844,17701118267715
156250,17701122267142
158490,17701126266777
159583,17701130267402
157812,17701134266361
157396,17701138266205
160104,17701142266100
158593,17701146266569
157968,17701150267090
160312,17701154265267
160989,17701158265840
157865,17701162265059
158959,17701166264486
159531,17701170264278
156927,17701174264330
158073,17701178264903
157292,17701182263184
154688,17701186263080
157760,17701190263548
158125,17701194262663
159896,17701198262455
161042,17701202262142
158229,17701206261986
183438,17701210262611
156041,17701214262559
160417,17701218261778
155260,17701222261205
161406,17701226260996
159114,17701230260736
158646,17701234262194
159010,17701238261153
158281,17701242259903
160104,17701246259903
160052,17701250259642
159479,17701254259590
157760,17701258259590
183437,17701262258861
157916,17701266259486
160990,17701270259226
160104,17701274258236
158541,17701278258236
157864,17701282258028
156979,17701286257559
160104,17701290257351
158334,17701294256986
160104,17701298257559
156771,17701302256622
157344,17701306256361
189740,17701310256049
178646,17701314256153
159323,17701318255632
177292,17701322255424
156927,17701326256778
156823,17701330255476
156562,17701334255163
158281,17701338254747
157552,17701342254122
157709,17701346254174
158230,17701350253601
162812,17701354255111
157864,17701358253601
155833,17701362253289
159062,17701366253080
158490,17701370252716
176875,17701374252716
174688,17701378252559
218698,17701382252559
179843,17701386253289
177031,17701390251830
171458,17701394251414
175416,17701398251101
177865,17701402250893
160208,17701406250632
160364,17701410251674
163229,17701414251674
161719,17701418250112
156198,17701422249851
158229,17701426249799
163021,17701430247507
159479,17701434247299
161927,17701438247143
161041,17701442247924
163594,17701446246622
163281,17701450246726
184740,17701454246570
160833,17701458246310
181771,17701462245841
180729,17701466245424
180782,17701470245164
178437,17701474246206
161771,17701478245008
162865,17701482244591
182709,17701486244487
179063,17701490244018
178386,17701494243914
215990,17701498247924
421875,17701502253706
419114,17701506256258
225208,17701510251622
172500,17701514243706
161250,17701518243029
178230,17701522242404
183125,17701526242143
178021,17701530243602
179739,17701534242091
175520,17701538241414
177344,17701542241206
162240,17701546241102
159480,17701550240893
159322,17701554240737
159844,17701558240529
160417,17701562240997
155938,17701566244122
154687,17701570242195
158750,17701574242248
158125,17701578243550
160312,17701582242664
163021,17701586243237
160468,17701590243862
160573,17701594242873
157083,17701598241206
155937,17701602241310
155729,17701606240477
173385,17701610242716
159115,17701614240529
159896,17701618239748
156979,17701622242248
158958,17701626240269
157865,17701630238966
160000,17701634238966
159427,17701638238498
158229,17701642238550
157500,17701646239019
157969,17701650239956
156771,17701654238967
158802,17701658237456
185156,17701662237300
157917,17701666238706
159948,17701670237560
178959,17701674237456
175000,17701678238342
175052,17701682236831
172083,17701686235737
173750,17701690235112
173490,17701694235112
174792,17701698234904
156406,17701702236467
156666,17701706234696
157916,17701710236102
158073,17701714234592
203594,17701718233967
161458,17701722233706
159062,17701726233446
164323,17701730234956
160885,17701734233602
165469,17701738234592
157969,17701742233186
157136,17701746232352
161406,17701750232196
159635,17701754231883
184062,17701758232248
160209,17701762231884
158281,17701766231050
157396,17701770232456
179219,17701774230529
157708,17701778230581
158906,17701782230373
156823,17701786230217
159062,17701790231207
156667,17701794229696
156927,17701798230009
158021,17701802228915
191615,17701806228915
175989,17701810228550
158333,17701814228290
158073,17701818229332
