executionTime,releaseTime
158959,17673447802683
183541,17673451802370
179114,17673455802162
175937,17673459801849
157917,17673463801485
157500,17673467801901
160833,17673471801276
156146,17673475801068
158282,17673479801016
158489,17673483800547
160990,17673487800391
161302,17673491800339
159635,17673495800599
163333,17673499800912
160469,17673503799610
159583,17673507799349
159375,17673511799401
264375,17673515800756
302083,17673519802891
208698,17673523800704
195521,17673527798881
193645,17673531797370
187552,17673535796433
186146,17673539797839
194532,17673543796120
183125,17673547797266
202291,17673551796016
220781,17673555797787
173542,17673559797266
161198,17673563794245
160365,17673567793985
163541,17673571793725
160417,17673575793412
173802,17673579793725
185521,17673583793100
181510,17673587792839
183281,17673591792527
181250,17673595792318
179896,17673599792110
180729,17673603791902
184323,17673607793516
181355,17673611791589
176563,17673615791173
183802,17673619791121
180781,17673623790964
163958,17673627792006
160781,17673631790391
181302,17673635790183
186302,17673639790652
176667,17673643792058
183542,17673647790548
172396,17673651789766
165521,17673655790496
162760,17673659791641
160416,17673663791277
158593,17673667791902
158542,17673671791121
162968,17673675791485
161719,17673679792214
161406,17673683790131
162188,17673687789975
160417,17673691790131
157656,17673695791069
160521,17673699790860
161198,17673703789246
160104,17673707790444
177917,17673711788777
176302,17673715788413
158177,17673719788204
159844,17673723790548
156146,17673727788777
156875,17673731787892
156615,17673735789610
157448,17673739787944
158854,17673743786590
170469,17673747786746
162709,17673751786538
161563,17673755787527
156875,17673759787006
157448,17673763788204
156250,17673767786486
163854,17673771785184
162813,17673775785184
160312,17673779785236
160573,17673783785600
163177,17673787785861
155521,17673791784975
156458,17673795785600
157864,17673799783725
157395,17673803783621
159896,17673807783204
158489,17673811784194
162552,17673815783934
160677,17673819782684
157083,17673823784507
156667,17673827782371
158906,17673831782007
162240,17673835781642
182865,17673839781069
159010,17673843781955
182969,17673847780600
155053,17673851782007
161563,17673855780757
156250,17673859779767
158125,17673863779923
182343,17673867779611
155730,17673871781538
159636,17673875780132
154635,17673879778934
155521,17673883779767
154583,17673887778465
157292,17673891778413
160782,17673895778153
156927,17673899777892
156823,17673903779090
158594,17673907777476
155938,17673911776851
158958,17673915778517
159427,17673919776642
162032,17673923776174
159115,17673927775913
158073,17673931776746
181771,17673935776278
155573,17673939776642
157448,17673943775497
161980,17673947775184
162605,17673951775809
182604,17673955774924
155937,17673959775288
168802,17673963775653
180573,17673967774924
156354,17673971774611
158021,17673975775132
157761,17673979773049
178437,17673983772945
159062,17673987772632
157604,17673991773361
161927,17673995772424
156823,17673999772268
160781,17674003772111
161927,17674007771643
160468,17674011771382
158021,17674015770966
156406,17674019772216
155521,17674023771174
166042,17674027770445
160104,17674031770184
160677,17674035770132
156355,17674039769716
155990,17674043769507
156355,17674047769299
156041,17674051769611
155520,17674055768674
156979,17674059768674
156511,17674063768466
170573,17674067768153
413646,17674071777164
428698,17674075776278
257865,17674079775237
171979,17674083769039
157395,17674087767216
160677,17674091766851
185052,17674095766851
176094,17674099766382
158489,17674103766539
159010,17674107766955
160833,17674111765966
160885,17674115766799
160000,17674119765445
187813,17674123765132
160260,17674127764924
162292,17674131764664
162760,17674135765133
157864,17674139764872
187291,17674143763049
182292,17674147761851
183073,17674151761539
181250,17674155761278
178489,17674159761122
179479,17674163761018
182708,17674167762424
179062,17674171761278
181927,17674175760966
181094,17674179759872
180000,17674183759768
177395,17674187759560
176250,17674191759247
178541,17674195759039
175938,17674199758987
181822,17674203759351
182031,17674207758310
177760,17674211758102
177813,17674215757893
185938,17674219757789
177604,17674223757945
181614,17674227757893
161094,17674231757008
161406,17674235756852
161770,17674239756747
182083,17674243756487
181563,17674247756331
169114,17674251756018
158125,17674255756487
157291,17674259756695
165677,17674263755550
161927,17674267755133
161042,17674271754820
180157,17674275754560
178646,17674279754404
158646,17674283755081
163073,17674287754925
180885,17674291754039
178489,17674295755914
173854,17674299755393
178021,17674303755341
186250,17674307756227
163386,17674311756748
157292,17674315756696
157240,17674319756071
155417,17674323754300
157031,17674327754560
157917,17674331754144
158125,17674335754039
158125,17674339754560
203073,17674343753883
180677,17674347751748
183177,17674351753206
176041,17674355752373
177761,17674359752217
175156,17674363751904
177395,17674367752425
156042,17674371752946
155938,17674375753935
154166,17674379752321
157552,17674383751383
155937,17674387750758
160000,17674391751071
162968,17674395752477
155260,17674399750238
161719,17674403749665
160573,17674407751123
158854,17674411750238
162448,17674415749508
160417,17674419748988
161198,17674423748779
159271,17674427749508
159479,17674431749561
153802,17674435750186
159323,17674439748779
157448,17674443748154
183750,17674447747842
156303,17674451747633
160313,17674455748415
155416,17674459747321
156667,17674463749196
177813,17674467747165
159062,17674471746175
162396,17674475745602
179010,17674479746019
156719,17674483745446
157292,17674487746071
155000,17674491744873
181510,17674495745550
176875,17674499745029
158802,17674503744092
162448,17674507744352
158438,17674511746280
155677,17674515744092
158177,17674519743415
159739,17674523743988
159375,17674527743155
159062,17674531743050
160000,17674535742478
167084,17674539742634
159375,17674543743415
157188,17674547742165
158646,17674551743155
156979,17674555741592
188698,17674559741175
157188,17674563740759
159740,17674567740498
158073,17674571740394
157865,17674575741280
202396,17674579739665
483542,17674583747373
312187,17674587748207
189011,17674591739040
179479,17674595737790
172396,17674599741280
163906,17674603740290
156927,17674607738467
158489,17674611739144
161302,17674615738311
158489,17674619737842
185625,17674623737842
163854,17674627737374
162968,17674631739144
155677,17674635737165
160677,17674639736697
157031,17674643736280
159011,17674647735967
161927,17674651735863
158542,17674655735551
162709,17674659736072
159479,17674663736124
163177,17674667736072
157552,17674671735134
178646,17674675734457
158490,17674679733988
157240,17674683734353
157656,17674687733884
162031,17674691733832
163020,17674695734926
158698,17674699733051
163438,17674703732947
158385,17674707732738
179792,17674711732374
157812,17674715732061
182239,17674719733207
155469,17674723731697
159687,17674727732582
156615,17674731731489
157239,17674735731332
156719,17674739730968
155990,17674743730603
156979,17674747730291
157500,17674751730811
156355,17674755729874
182448,17674759731332
157917,17674763729509
157187,17674767729301
158958,17674771728937
184062,17674775729457
156302,17674779729405
182448,17674783726489
163646,17674787726489
190989,17674791726489
162188,17674795725812
181614,17674799725812
182865,17674803725603
187865,17674807724926
178333,17674811724770
179635,17674815725395
180000,17674819724301
179843,17674823724249
177864,17674827723885
177865,17674831723728
181510,17674835723416
177083,17674839723156
179322,17674843722895
180312,17674847724093
178281,17674851722687
178230,17674855722374
177969,17674859722114
178802,17674863721958
177813,17674867723051
178854,17674871722218
176980,17674875721489
181041,17674879721020
176875,17674883720864
178125,17674887720656
177500,17674891720239
181198,17674895721072
188855,17674899723520
162813,17674903719927
182136,17674907719666
179323,17674911719249
178646,17674915718833
179062,17674919719145
162448,17674923718520
160677,17674927719250
180573,17674931718885
161771,17674935720083
178177,17674939719979
178594,17674943719718
184583,17674947719927
181146,17674951722323
165469,17674955720135
160573,17674959720448
162448,17674963719041
182864,17674967718573
158958,17674971720083
164531,17674975718312
163437,17674979717843
195833,17674983717791
165208,17674987719979
159480,17674991718052
158594,17674995717375
160260,17674999717062
158073,17675003716802
164062,17675007718208
160573,17675011718000
159479,17675015717687
158542,17675019717062
159219,17675023715239
158177,17675027715239
160313,17675031715083
161666,17675035714771
163489,17675039715083
158229,17675043714354
158802,17675047715500
162292,17675051714094
159115,17675055713885
161094,17675059713521
160052,17675063713885
161146,17675067714406
158906,17675071713260
157344,17675075714615
156927,17675079712687
177917,17675083712167
178489,17675087711854
158697,17675091713990
182969,17675095713000
155573,17675099711542
159010,17675103712167
160573,17675107710552
164740,17675111710188
162292,17675115710083
162448,17675119709823
159948,17675123709979
159792,17675127710188
160000,17675131709354
158177,17675135708834
161510,17675139708469
181667,17675143708469
177344,17675147708209
178906,17675151708052
159635,17675155708834
163542,17675159707584
157553,17675163707479
159739,17675167707323
163438,17675171707011
161406,17675175706750
160000,17675179706646
155833,17675183707375
160573,17675187707375
183802,17675191707167
179479,17675195705448
178854,17675199705292
175885,17675203705136
159270,17675207705709
159531,17675211705500
159063,17675215704667
159792,17675219704355
180260,17675223704094
160156,17675227703678
161250,17675231703625
160260,17675235703469
159322,17675239703469
166094,17675243703990
164062,17675247703469
159636,17675251702532
159479,17675255702584
164219,17675259702063
160886,17675263701751
164532,17675267703261
164167,17675271702480
162136,17675275701230
162604,17675279700657
157448,17675283700709
160729,17675287700553
161198,17675291700084
159375,17675295699876
159792,17675299700501
161510,17675303700240
159270,17675307699511
156666,17675311699303
157396,17675315699563
161979,17675319698365
185156,17675323698574
159844,17675327698053
161042,17675331699407
157292,17675335697792
181563,17675339697636
181406,17675343697532
180312,17675347697063
177448,17675351696855
158645,17675355696855
162032,17675359697532
162968,17675363697949
160365,17675367695970
164687,17675371695657
160938,17675375695449
161875,17675379695501
158333,17675383695084
160104,17675387695709
161145,17675391695501
161406,17675395694720
158802,17675399694616
158906,17675403693886
157343,17675407693782
159218,17675411693470
160782,17675415694043
157969,17675419693730
157031,17675423692897
162552,17675427691647
160833,17675431690657
161250,17675435690293
181771,17675439690084
160468,17675443689772
159010,17675447689459
163646,17675451689251
157708,17675455690032
161042,17675459688991
159583,17675463688782
179635,17675467688782
178542,17675471688210
186250,17675475687897
178072,17675479689251
176928,17675483688574
178646,17675487687168
178541,17675491686908
180052,17675495686908
178438,17675499686595
178698,17675503686126
179896,17675507686335
164479,17675511686699
161823,17675515686230
183281,17675519685710
177448,17675523685345
178021,17675527685189
181198,17675531685033
159583,17675535685501
160521,17675539684928
161823,17675543684408
160365,17675547684095
186198,17675551684512
161823,17675555683991
159531,17675559683522
178959,17675563685710
160781,17675567683262
158646,17675571683001
162031,17675575684981
160157,17675579684616
161407,17675583684304
164062,17675587684043
162709,17675591685189
162448,17675595684095
160781,17675599686335
159010,17675603683627
178490,17675607683054
158802,17675611682585
159948,17675615682585
158281,17675619684147
181823,17675623683366
157864,17675627681752
156927,17675631682637
180417,17675635681700
157969,17675639681075
158594,17675643681075
156771,17675647681752
161302,17675651681908
158385,17675655680346
158281,17675659680814
162552,17675663679929
179531,17675667679877
177969,17675671679356
157864,17675675679252
156979,17675679679773
181303,17675683679773
155208,17675687679148
160834,17675691678731
158906,17675695678210
158803,17675699677846
189063,17675703675554
157761,17675707678471
185469,17675711677012
178125,17675715677481
156198,17675719678106
180781,17675723676596
177552,17675727676387
181198,17675731675814
211666,17675735674825
184948,17675739677012
175833,17675743676283
160208,17675747676544
160833,17675751674981
162448,17675755674512
163489,17675759674460
159479,17675763674096
178334,17675767674408
156875,17675771673940
184271,17675775674877
179584,17675779673210
179323,17675783672950
178959,17675787672690
160209,17675791672586
162709,17675795673419
161771,17675799672117
155781,17675803671752
161302,17675807671544
159739,17675811671544
158906,17675815671127
159792,17675819670919
158386,17675823672481
156927,17675827671596
157812,17675831670346
159063,17675835670190
159844,17675839669825
159427,17675843669721
161875,17675847669669
159427,17675851670034
161407,17675855669357
159636,17675859668836
180781,17675863669252
176667,17675867668679
179166,17675871668263
177500,17675875667950
159062,17675879669044
162760,17675883668107
156875,17675887667482
155365,17675891667013
160312,17675895666805
157760,17675899666232
179844,17675903666180
164011,17675907666180
161614,17675911666492
161041,17675915666648
160157,17675919665503
186458,17675923664982
180416,17675927664826
158698,17675931665346
163229,17675935664305
157396,17675939664930
184270,17675943664669
162708,17675947663836
159062,17675951665815
187813,17675955663367
179740,17675959663055
176354,17675963662742
177395,17675967662846
158959,17675971663055
158646,17675975662690
181146,17675979662013
178959,17675983661805
180625,17675987661597
177448,17675991661284
158959,17675995661128
163072,17675999662117
158646,17676003661232
159583,17676007660919
170468,17676011660815
205208,17676015660242
161302,17676019659826
160989,17676023659878
160157,17676027661076
159479,17676031660347
163073,17676035660190
160729,17676039658940
158594,17676043658628
160573,17676047658263
159166,17676051658211
158125,17676055659513
157188,17676059658211
157396,17676063657326
159114,17676067655138
161459,17676071654930
164271,17676075654670
184896,17676079654670
182239,17676083654461
180833,17676087654097
180834,17676091655295
178489,17676095653784
181198,17676099653420
179427,17676103653264
177500,17676107652847
177864,17676111652691
186927,17676115652378
173437,17676119653680
178490,17676123653368
182604,17676127651701
180678,17676131651493
176823,17676135651545
178958,17676139651076
180156,17676143651128
179635,17676147651180
169427,17676151651285
162709,17676155650764
161094,17676159650139
181979,17676163650243
181823,17676167649930
160625,17676171649410
160677,17676175650243
156979,17676179650451
160521,17676183648733
182656,17676187648524
181042,17676191648993
161354,17676195649618
161042,17676199647691
160364,17676203647795
159635,17676207648576
160208,17676211647118
158333,17676215649931
158021,17676219648733
187761,17676223648837
191354,17676227648264
161875,17676231649201
160782,17676235648681
159219,17676239649566
159479,17676243648108
180469,17676247647483
177709,17676251648108
160365,17676255650660
160990,17676259647639
161041,17676263647222
159584,17676267647535
155886,17676271647118
179479,17676275646024
178906,17676279645504
176406,17676283645035
159219,17676287645087
159271,17676291645452
163021,17676295644827
157656,17676299645295
161094,17676303644462
159011,17676307644202
161771,17676311643941
158646,17676315643941
159479,17676319644670
156875,17676323643577
156614,17676327643837
158802,17676331643629
161146,17676335642691
164844,17676339642379
165104,17676343642275
161771,17676347642848
157031,17676351641806
183959,17676355643160
157761,17676359641598
186302,17676363641077
179636,17676367640452
158229,17676371640452
183281,17676375642066
156250,17676379640660
159062,17676383639775
159323,17676387641025
160312,17676391639202
162448,17676395638994
160833,17676399638733
155208,17676403638733
158229,17676407639202
156041,17676411638421
159218,17676415637692
159323,17676419638473
160312,17676423637483
157239,17676427637327
159063,17676431637119
164792,17676435636910
162188,17676439636494
158594,17676443637171
160781,17676447636285
179114,17676451635869
177604,17676455635608
159844,17676459635504
157396,17676463636233
161407,17676467635817
157552,17676471634827
158906,17676475637275
163958,17676479634411
159740,17676483634150
159219,17676487633786
160416,17676491631702
165573,17676495634202
160260,17676499633213
178907,17676503633109
158541,17676507632796
157500,17676511632692
160208,17676515632379
163907,17676519632223
164948,17676523633004
160417,17676527632119
159739,17676531631494
161875,17676535631390
158698,17676539631182
161407,17676543630817
159323,17676547630817
179895,17676551630661
161354,17676555630400
159062,17676559630869
158281,17676563629671
160625,17676567629411
156041,17676571629098
160834,17676575629098
161042,17676579630557
161354,17676583629515
158334,17676587628317
161354,17676591628161
159792,17676595627848
162552,17676599627588
163125,17676603627171
163125,17676607627119
158958,17676611627692
158334,17676615626807
155677,17676619626755
161563,17676623626182
182969,17676627626390
180677,17676631626026
159219,17676635625921
161823,17676639626859
161250,17676643625401
158958,17676647624984
159583,17676651624671
159844,17676655624567
158594,17676659624046
184219,17676663624099
180104,17676667627380
158021,17676671623578
158959,17676675623422
157552,17676679623109
158073,17676683622953
159115,17676687622744
156719,17676691622484
155417,17676695623265
156354,17676699623786
163437,17676703621234
166146,17676707621078
162135,17676711619463
161666,17676715619151
179844,17676719618943
180104,17676723618682
176145,17676727618422
178646,17676731619151
177865,17676735618474
180365,17676739619515
180417,17676743617640
178646,17676747617328
175000,17676751617693
161146,17676755616963
182292,17676759617016
158073,17676763617120
184531,17676767616078
161146,17676771617016
159480,17676775616130
181979,17676779615714
183542,17676783615453
181563,17676787615974
180313,17676791615349
180312,17676795614932
181094,17676799614724
178542,17676803614151
187031,17676807613943
177343,17676811613787
182239,17676815613734
183542,17676819614724
180937,17676823613995
178072,17676827612849
178438,17676831612641
175208,17676835612380
179270,17676839612328
159375,17676843612120
158906,17676847612693
160573,17676851611651
160573,17676855613943
159583,17676859613578
161614,17676863613318
158906,17676867612901
159687,17676871614047
159063,17676875613162
158125,17676879613526
191407,17676883613058
177552,17676887612016
179167,17676891611495
161666,17676895611235
157760,17676899611964
157969,17676903612641
157292,17676907611131
156458,17676911611495
185104,17676915610714
161615,17676919610037
157813,17676923610193
163125,17676927611026
160781,17676931610506
159271,17676935609881
162292,17676939610662
161459,17676943608891
158230,17676947608787
161302,17676951609985
159688,17676955608110
160990,17676959609568
160417,17676963608214
158855,17676967608787
159322,17676971607433
158281,17676975607120
159063,17676979607172
159531,17676983607433
160677,17676987608162
157813,17676991607329
154948,17676995607120
157396,17676999606964
163385,17677003605454
182969,17677007605298
181875,17677011604725
176458,17677015605506
157343,17677019605037
158125,17677023606443
160625,17677027606027
160625,17677031603943
162396,17677035604152
162813,17677039603579
163802,17677043603162
159896,17677047604569
181927,17677051603162
187448,17677055602381
158021,17677059602016
158646,17677063602016
159844,17677067601496
159219,17677071601444
159636,17677075602850
160677,17677079602173
155678,17677083602694
158021,17677087600767
159271,17677091600558
159322,17677095600246
160364,17677099600089
160469,17677103600610
161875,17677107600454
158645,17677111599517
155416,17677115598944
160260,17677119598787
179166,17677123598579
159323,17677127598527
156822,17677131598006
180677,17677135597850
184427,17677139597850
178125,17677143597381
180417,17677147597069
177864,17677151596808
183125,17677155598944
179011,17677159597017
158281,17677163596183
183489,17677167596756
159011,17677171595871
162240,17677175595715
161771,17677179595506
161718,17677183595298
161406,17677187595090
162604,17677191597902
161406,17677195596288
163438,17677199594361
158959,17677203594413
159843,17677207594256
158907,17677211593788
161823,17677215593527
161354,17677219594673
160000,17677223594152
158281,17677227592902
156354,17677231592434
154739,17677235592225
157969,17677239592069
159323,17677243591809
157760,17677247592225
157031,17677251591548
155729,17677255592434
154115,17677259590975
156354,17677263590871
158438,17677267590819
176979,17677271590611
159010,17677275590090
156302,17677279591184
156250,17677283590715
156146,17677287589673
157604,17677291589569
158282,17677295589153
160989,17677299589048
159584,17677303588371
161146,17677307589048
160833,17677311589048
157239,17677315589205
162969,17677319587851
157708,17677323587538
158281,17677327587382
156718,17677331587069
177187,17677335586913
159323,17677339587330
161354,17677343585507
186719,17677347584986
172291,17677351591705
183490,17677355584882
163855,17677359583944
181302,17677363583424
177448,17677367584413
181614,17677371582747
180000,17677375583320
178750,17677379582226
180209,17677383582434
179792,17677387582017
177865,17677391581497
184271,17677395581653
173906,17677399581913
176823,17677403580924
178229,17677407580611
180677,17677411580403
178802,17677415580195
179531,17677419580038
177813,17677423579726
177552,17677427579622
159271,17677431580195
179218,17677435579413
179011,17677439578997
180260,17677443578736
175937,17677447578632
175052,17677451578163
177396,17677455578059
178593,17677459579205
178542,17677463578268
179687,17677467577486
178803,17677471577278
177812,17677475576809
177812,17677479576809
159844,17677483576549
156563,17677487579830
157187,17677491577070
157240,17677495578841
156198,17677499578424
158698,17677503578216
156770,17677507577747
157917,17677511578893
160105,17677515578216
158125,17677519578841
189740,17677523577747
158281,17677527576810
162708,17677531576966
161563,17677535576601
161927,17677539577903
